cou 1 
beck 1 
cox 1 
brac 6 
coc 1 
dentr 6 
brad 1 
coi 1 
com 240 
col 6 
enzo 1 
xd 1 
quint 1 
sai 11 
descont 4 
cult 1 
voltaaaa 1 
ratimbum 1 
assum 1 
255 1 
idos 1 
tint 1 
recus 1 
fri 15 
xxxtuuudooooooxxx 1 
caminhadaasvez 1 
tind 1 
acostum 1 
cunh 1 
tecnolog 1 
alegr 1 
suad 1 
chuv 2 
fest 19 
carteirinh 1 
suas 2 
suav 2 
carentem 1 
aqueles 3 
gnt 3 
tenisfemininonosony 1 
servic 1 
zumb 2 
n 95 
torment 2 
tant 35 
sla 1 
slc 1 
logoaf 1 
cont 6 
bio 1 
broth 2 
ir 115 
it 1 
assalt 1 
escolas 1 
cant 1 
cond 1 
cans 16 
hojee 2 
rez 1 
dri 1 
receit 1 
cansadon 1 
quant 4 
hahah 1 
costum 1 
aooo 1 
complet 1 
independent 1 
nic 1 
contr 4 
esgot 1 
evit 5 
nip 1 
garraf 2 
depois 30 
primeir 7 
inteligent 1 
ingridy 1 
sofrenc 1 
the 4 
tha 2 
1hr 1 
vib 1 
agon 1 
just 2 
greys 1 
yey 1 
thanks 1 
human 2 
agor 58 
antes 20 
5x 1 
haa 1 
levantous 1 
ela 27 
ele 42 
muuit 1 
5h 1 
enfim 2 
hat 1 
grandon 1 
assim 15 
sapat 1 
implor 2 
qsafod 1 
jogandopent 1 
sugant 1 
assit 1 
canivet 1 
tranquilin 1 
apart 1 
bpe 1 
55 1 
56 1 
50 1 
viagemm 1 
agrad 1 
530 1 
amor 7 
sozinhadoent 1 
acad 1 
acab 29 
creed 1 
parintins2017t 1 
bord 1 
bora 1 
fot 8 
aulinh 1 
humor 1 
for 4 
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk 1 
constip 2 
frut 1 
fod 13 
muito 74 
fof 1 
uma 148 
afinal 1 
foc 7 
fom 11 
fon 1 
foda 1 
foi 44 
respeit 1 
mateus 1 
tour 2 
academias 1 
cort 2 
corp 6 
corr 267 
burr 2 
inquiet 1 
post 4 
super 1 
poss 10 
corag 9 
produz 1 
obg 1 
obd 1 
vacil 1 
o 286 
algu 9 
plus 2 
algo 5 
algl 1 
brigadeir 3 
capacit 1 
soc 2 
apag 1 
geladeir 2 
22h 1 
erra 1 
som 5 
camar 1 
son 10 
down 1 
sop 2 
sos 2 
ferr 1 
sou 54 
dezembr 1 
jant 3 
aliment 4 
massag 1 
gin 1 
calm 1 
form 3 
bren 1 
forc 6 
fora 8 
6 3 
ossad 1 
levesss 1 
sagaz 1 
fort 5 
marot 1 
infeliz 3 
mtt 1 
mto 8 
camarg 1 
mta 2 
hoseok 2 
nng 1 
toss 2 
carreir 1 
molh 1 
exist 4 
qrend 1 
tosc 1 
nh 1 
janeir 2 
nn 1 
imens 4 
tit 2 
na 206 
nd 1 
ne 4 
tir 35 
tim 2 
tio 4 
tutorial 1 
nu 1 
nv 1 
acumul 1 
irma 7 
diet 135 
alguns 2 
intens 3 
consig 8 
porrada 1 
oqacord 1 
ampar 1 
muril 1 
ester 1 
abert 1 
rend 2 
ignor 1 
pior 6 
fazs 2 
rol 18 
rom 2 
cafun 1 
segu 7 
consum 1 
bskt 1 
ost 1 
invent 6 
rox 1 
signific 1 
rop 2 
sejam 1 
pes 153 
sega 1 
milh 1 
aaaaaa 4 
decid 4 
protetor 1 
ver 37 
kkkkkkk 6 
proxim 1 
vez 22 
bonitinh 3 
vey 1 
0 2 
bpn 1 
vem 16 
vej 5 
vei 11 
instagr 4 
levantarm 1 
hhsuahauahaj 1 
salvador 1 
necessit 5 
dig 3 
dia 85 
somos 1 
p 77 
diz 9 
dit 1 
dir 2 
brinc 2 
porn 1 
porc 2 
espelh 3 
compens 2 
cost 21 
porq 2 
porr 13 
penalt 1 
port 1 
deitadinh 1 
desesper 2 
melt 1 
bm 1 
desempreg 1 
dem 20 
rua 4 
coisinh 1 
durant 2 
escrev 4 
melhor 12 
witch 4 
facul 1 
homens 1 
alto 2 
boy 2 
buch 1 
leptospiroc 1 
bor 3 
bot 4 
alta 2 
boi 4 
bol 8 
bom 31 
boa 23 
bob 1 
boc 3 
430 1 
scoups 1 
br 1 
relaca 1 
ipn 4 
kayak 1 
carol 1 
perc 1 
aind 38 
ando 5 
livr 8 
perd 32 
ande 2 
nodiadesaonunca 3 
visit 2 
pern 7 
prec 3 
msm 13 
lenon 1 
ahhh 1 
migalh 1 
dudu 1 
ontem 17 
aspirin 1 
capiv 1 
registr 1 
biciclet 1 
desastr 1 
club 1 
desej 2 
chazinh 1 
affe 1 
soub 1 
logot 1 
cas 58 
car 34 
prepar 2 
tranc 1 
concretiz 1 
cau 1 
nenemzinh 1 
cai 2 
can 1 
cam 10 
trans 1 
cag 1 
caf 3 
cad 21 
cantidad 1 
galer 1 
agent 1 
oedivilj 1 
maraton 3 
muay 1 
diasfaz 1 
azar 1 
vazi 1 
oslo 1 
1 11 
twmpo 1 
assunt 2 
pint 3 
mas 103 
mar 1 
mat 14 
140 1 
max 1 
atad 1 
snk 1 
conquist 1 
spedr 1 
pqp 25 
pqq 1 
mac 1 
mae 8 
mak 1 
obvi 2 
mal 14 
man 52 
stress 81 
natural 1 
favorit 1 
su 1 
q 210 
sj 1 
combin 1 
17kg 1 
sl 1 
se 114 
logooo 1 
mds 5 
zzzz 1 
mafiasdvsorte 3 
aaaaaaaaaa 1 
apes 3 
thumb 2 
mais 97 
acredit 11 
guilhermin 1 
torn 3 
favel 1 
avis 1 
torr 2 
kkkkkkkkk 3 
930 1 
posud 1 
comprovous 1 
nom 2 
noi 1 
noj 2 
vitor 1 
noa 1 
beij 2 
sol 5 
xanain 1 
adquir 1 
kkk 15 
not 1 
nov 17 
algarv 1 
nos 9 
quartel 1 
drop 1 
didi 1 
namm 1 
maravilhous 1 
drog 3 
terr 2 
vaai 1 
em 127 
eh 30 
jhenif 1 
continu 8 
maiss 1 
aaaaaaaaaaaah 1 
eu 544 
ep 1 
es 1 
vsfd 1 
album 1 
tromb 1 
blz 2 
internet 2 
escut 3 
xtud 1 
carr 3 
quart 7 
soand 1 
plen 4 
cara 1 
ruds 1 
entak 1 
falsian 1 
advinh 2 
yur 1 
assanh 1 
gordot 1 
tamb 2 
view 1 
vizinh 1 
imposs 2 
frequent 1 
numa 7 
crim 1 
namoral 1 
vontadeampdinheir 1 
improvis 1 
zag 1 
rodizi 1 
afet 1 
one 1 
aaaaa 5 
xx 1 
nammm 1 
rind 3 
open 1 
zap 1 
cris 2 
urin 1 
rolezinh 1 
estand 1 
milagr 2 
cheirosinh 1 
2 5 
marciel 1 
trein 12 
quas 6 
aaaaaaaaa 3 
qual 1 
antig 1 
viaaaaaa 1 
pomb 2 
oferec 1 
aaaaaaaah 1 
boazinh 1 
sentu 1 
serv 1 
10 3 
13 1 
12 2 
15 4 
17 1 
16 1 
rival 1 
almoc 1 
serg 1 
balanc 1 
posit 1 
trigueir 1 
estacion 1 
seri 11 
aqu 29 
delic 1 
pra 312 
ana 1 
sal 1 
sac 7 
sab 26 
pro 22 
ano 10 
saf 1 
incomod 2 
lowshawn 1 
prq 1 
cuid 2 
sar 1 
certez 2 
ideal 1 
tramit 1 
quietinh 1 
interior 1 
deus 35 
funcion 2 
fcr 1 
normal 1 
frit 1 
surt 1 
pais 2 
grrrrrrr 1 
tristez 3 
pequen 4 
desgast 2 
renan 3 
parkjimin 1 
kalliz 1 
kkkkkkkkkkkkkkkkkkkkkkkkkkkkk 1 
stre 1 
dolor 1 
mrd 1 
usand 1 
evitandos 2 
salt 1 
renat 1 
salv 1 
olhe 1 
olha 11 
show 6 
troc 2 
olho 2 
elas 2 
concurs 1 
trox 1 
trop 2 
estou 67 
comentari 1 
bich 13 
pesquis 2 
pen 6 
daquel 1 
alelu 1 
otim 1 
osso 2 
brigu 2 
etern 2 
ger 3 
cansat 1 
quintan 1 
mund 28 
todorek 2 
cansac 1 
imun 1 
gel 1 
dramat 1 
colombian 1 
salsich 1 
6km 1 
dirig 1 
nmrl 3 
fe 1 
regass 2 
pensament 1 
planej 3 
estamos 4 
um 191 
estad 1 
nett 1 
barulh 1 
fds 12 
3 7 
estar 30 
achav 1 
import 3 
agost 1 
parent 1 
cortison 1 
comp 1 
bochech 1 
jr 1 
killing 1 
jm 1 
gtvam 1 
gysell 1 
jj 1 
20 2 
tud 54 
ja 33 
prat 1 
morivacion 1 
joa 1 
iri 3 
45min 1 
quiet 2 
comec 93 
crep 2 
mont 2 
mand 11 
amorzinh 2 
mang 1 
manh 10 
comet 1 
embarac 1 
mano 2 
uber 3 
como 64 
ligeir 1 
pov 6 
pow 3 
por 70 
pos 1 
insist 1 
anti 2 
65 1 
tua 3 
corridinh 25 
pod 29 
boat 1 
poa 1 
aaaaaaaaaaaaaaaaaaaaaaaa 1 
ultim 5 
marc 5 
invern 1 
moletons 1 
arte 1 
odei 70 
barri 1 
630 1 
qse 1 
valqueir 1 
desconcentr 1 
hashtag 2 
engordoum 1 
chap 3 
canal 1 
vest 1 
famil 2 
sush 1 
eram 1 
good 1 
sust 1 
ambient 1 
brod 1 
limpinh 1 
fila 1 
pap 2 
asquer 1 
par 36 
pesooo 1 
pat 1 
pau 1 
medin 1 
conseg 2 
paz 4 
medic 4 
s 3 
pag 2 
pai 13 
vidinh 2 
document 1 
medit 1 
pan 1 
aaaaaaa 2 
nest 3 
assist 9 
wpp 3 
ness 24 
running 2 
profund 1 
tenho 86 
engrac 3 
pacienc 3 
no 128 
tiver 3 
naquel 4 
frioza 1 
cium 1 
caminhada 1 
model 1 
esquent 1 
pergunt 8 
enquadr 1 
inferniz 1 
tip 5 
mesn 1 
pijam 1 
fiqu 25 
verdad 2 
aspect 1 
jimin 4 
estupr 1 
inteir 9 
incentiv 1 
nas 8 
esforc 1 
exercit 1 
lets 1 
carrinh 1 
4 2 
rost 1 
real 4 
amh 2 
atmosf 1 
merdakllllll 1 
amo 12 
amn 1 
ama 2 
serei 1 
reag 1 
ame 1 
suand 1 
amg 1 
aiai 1 
regim 1 
apaixon 2 
mol 1 
moc 3 
amp 2 
rosasfg 1 
21h 1 
energ 3 
noss 1 
cxa 4 
maluc 6 
tia 1 
t 5 
churrasc 1 
inter 1 
clar 1 
67 1 
substitu 1 
mariacopacaban 1 
parintins2017 4 
grup 1 
coloc 5 
tva 1 
kkkkkkkkjkkkkkjjjjj 1 
xing 1 
dormicheg 1 
kicksmp4 1 
pqptant 1 
definit 1 
legal 5 
xxxtentation 1 
sextafeir 4 
qnd 11 
encansavel 1 
barrig 3 
aniversari 1 
on 2 
festinh 1 
choc 1 
ok 3 
oi 1 
oh 3 
vera 1 
ach 1 
lagrim 1 
feir 9 
gump 1 
feit 4 
chov 5 
ou 24 
os 29 
descobr 4 
oq 4 
mensag 1 
esses 5 
qro 1 
zoar 1 
dram 1 
pipoc 2 
loc 1 
log 21 
her 5 
lok 1 
missa 1 
celul 10 
lor 1 
racist 1 
hem 1 
isent 1 
truck 1 
efeit 1 
jur 9 
gord 5 
omelet 1 
podcast 1 
horapr 1 
mdsss 1 
johnny 1 
af 9 
uii 1 
feliz 10 
ao 23 
aq 2 
umas 8 
estiver 1 
logo 1 
saudavel 1 
tranquil 4 
filh 3 
film 6 
pcaus 1 
denov 2 
idiot 4 
euhein 1 
repent 2 
5 3 
barriguinh 1 
you 1 
vener 1 
depress 1 
tedi 1 
ahauahaklk 1 
laric 1 
mud 3 
ajud 8 
jkkkkk 1 
escad 1 
mass 3 
reduz 1 
dnvo 2 
horrivel 1 
represent 1 
diss 13 
ali 5 
ale 1 
arrast 3 
morrerr 1 
aproveit 32 
correi 2 
hmmm 1 
rapaz 5 
sedentar 4 
nort 1 
tv 1 
tu 7 
pelicul 1 
to 208 
tl 1 
program 1 
julgament 1 
humilh 1 
ti 1 
td 8 
te 27 
tb 1 
ta 79 
faz 138 
fudidinh 1 
sonh 12 
fas 2 
horror 1 
batom 1 
fat 2 
falt 9 
projet 9 
cedinh 1 
falh 5 
fan 1 
verd 1 
fal 39 
got 1 
elenc 1 
fac 5 
fad 1 
largu 1 
fotinh 1 
alma 1 
acert 1 
catupiry 1 
direitinh 1 
list 1 
sang 1 
narut 1 
namor 6 
harry 2 
laur 1 
perfeit 1 
pobr 6 
tem 59 
ten 1 
pagofunk 1 
pasm 1 
tee 1 
chegu 16 
kawasak 1 
biolog 1 
bonit 5 
pass 59 
pedacin 1 
ter 44 
tet 1 
teu 2 
cigarr 2 
andand 1 
acend 1 
sud 1 
vamoh 1 
sub 4 
sua 4 
sum 4 
sul 5 
leit 2 
18 1 
crush 4 
version 1 
sus 1 
deles 2 
sup 9 
public 1 
mulh 3 
sozinh 8 
vilinh 1 
excess 1 
depend 2 
legend 1 
aguard 1 
daql 2 
brutal 1 
daqu 11 
social 2 
sabadodetremurasdv 1 
diminu 2 
ein 1 
medicin 1 
vic 1 
via 1 
vig 1 
vid 37 
gost 15 
marginal 1 
vil 2 
vim 8 
vir 13 
aimec 1 
viv 7 
viu 12 
gratuit 1 
desloc 1 
queriacorr 1 
prevej 2 
bobaj 1 
morr 18 
mort 12 
acontec 8 
duas 3 
kkkkkkkkkk 4 
beatriz 1 
ballad 1 
trist 20 
grto 1 
lockscreens 1 
companh 3 
escreveeeee 2 
dez 1 
ouuu 1 
dep 1 
der 3 
des 2 
deu 14 
dev 17 
abrac 3 
dei 6 
minhas 16 
garot 9 
malh 77 
abandon 4 
ninj 2 
aguent 14 
explod 2 
tlg 1 
pont 7 
atend 2 
pessim 1 
ciclov 2 
azul 5 
muscul 2 
teleport 1 
aahh 1 
divid 1 
divin 1 
rsrsrs 1 
meninokhkhkjkjj 1 
simpl 1 
embras 1 
fu 2 
fv 1 
fz 1 
aaaai 1 
aaaah 2 
fc 1 
seman 93 
coming 1 
amanhaporqu 1 
colecion 1 
fj 1 
escrav 1 
a 429 
lhe 1 
chupalaa 1 
netoflix 1 
derrot 1 
caus 10 
vooc 1 
atorment 1 
help 1 
parqu 5 
papel 2 
brit 1 
prfvr 1 
mcdonalds 1 
brig 2 
esquin 1 
garant 1 
pens 20 
21 1 
arian 2 
23 2 
pcr 1 
fernand 1 
lateral 1 
praz 1 
28 1 
prac 1 
nossos 1 
sentindos 1 
yh 2 
ced 24 
food 1 
cel 1 
recompens 2 
idols 1 
kkkkkkkkkkkkkkkkkkkkkkkkk 1 
fodas 2 
armys 1 
pocoslosabenper 1 
rio 1 
lipsync 1 
2h 1 
gui 1 
mental 8 
fisi 1 
nossa 22 
pahahah 1 
pouquinh 4 
parintins 1 
compet 1 
beyonc 2 
nosso 2 
suprem 1 
gur 5 
lua 1 
robert 1 
cachorr 2 
parkjiminisperfect 2 
7 2 
print 1 
arrepend 2 
chifr 1 
pul 1 
fddmas 1 
gostosinh 2 
adivinh 2 
famosav 1 
friday 1 
carreg 6 
aaaaaah 1 
signif 1 
noturn 1 
pux 4 
descontra 1 
consegu 15 
put 11 
acord 63 
pur 1 
fias 1 
veloc 1 
sofriment 1 
amanh 10 
kung 2 
expedient 1 
tivesse 3 
ensai 4 
euuu 1 
pescoc 1 
pedac 5 
perturb 2 
jogu 2 
famos 2 
alexandr 1 
pabll 1 
dond 1 
qualqu 4 
quadr 1 
saind 3 
interact 1 
pedr 3 
merda 1 
183 1 
vagab 1 
emped 1 
185 2 
58kg 1 
amizad 2 
jem 1 
atualiz 1 
parc 1 
para 57 
gtgturgenteltlt 1 
talvez 3 
dentist 1 
part 14 
consult 1 
tive 7 
mencion 1 
viag 2 
contrari 1 
sta 1 
contagi 1 
viaj 4 
adicion 1 
teve 7 
dand 3 
danc 7 
apert 3 
necesit 1 
joguinh 1 
sinsitr 1 
malharafff 1 
dedic 2 
lid 2 
imagin 3 
lif 3 
lig 7 
lia 1 
lib 2 
kkkkkkkkkkkkkkkkkk 1 
cofr 1 
lik 2 
liv 1 
cvs 1 
desanim 2 
cozinh 1 
pirapor 1 
lix 1 
15x15 1 
diferenc 2 
nivel 1 
tentat 1 
mosc 1 
estivesse 3 
brocol 1 
compr 7 
74 1 
esse 45 
plan 1 
diferent 6 
luhan 1 
dai 3 
mach 1 
totil 1 
kg 3 
pesadel 2 
minha 108 
tpm 2 
nan 1 
sensacional 1 
bolinh 1 
pqqqqqqqq 1 
segur 2 
fosse 6 
terc 2 
rostinh 1 
campostur 1 
sheil 1 
palavr 3 
tinha 13 
find 4 
fing 3 
impact 1 
insatisfeit 1 
qued 1 
tanzinpp 1 
ruim 7 
quem 36 
ansiedad 3 
escond 1 
quer 137 
remedi 1 
proced 1 
esteja 2 
pois 6 
nareb 1 
rest 3 
bemn 1 
preocup 5 
cry 1 
raaiva 1 
jdjsjshsah 1 
gerson 1 
x 1 
cri 3 
calabres 2 
crl 4 
vinh 2 
seu 23 
barr 2 
ser 62 
vind 3 
sex 1 
seg 2 
30062017 1 
sem 67 
vint 1 
sei 20 
deis 1 
lvuuu 1 
ningu 6 
deix 27 
particip 1 
debat 1 
levanteim 1 
sint 16 
altern 1 
errad 1 
porcaj 1 
punch 1 
estrel 2 
nervos 1 
c 8 
dl 1 
anot 1 
parceir 1 
nomepesoclassific 1 
anos 8 
lasc 1 
pdc 1 
huahsuahs 1 
cadarc 1 
acalm 1 
camil 1 
andar 4 
andam 1 
camis 2 
littl 4 
pessoal 4 
argant 1 
sammy 1 
obrig 3 
pr 1 
ps 1 
pq 56 
chegay 1 
pt 1 
tardezinh 1 
add 1 
sheron 1 
pe 1 
ahhhh 1 
nicol 1 
duv 1 
firm 3 
box 1 
zonaesper 1 
gay 1 
kralh 1 
gat 3 
gam 2 
gal 6 
gaj 3 
boas 2 
exerc 1 
fut 1 
fantas 1 
lingu 1 
mlk 5 
brtw 1 
ahah 1 
gordofob 2 
fug 6 
fud 11 
mlq 1 
fuc 1 
sobr 1 
outubr 1 
fum 5 
piad 1 
fui 38 
grip 3 
voc 3 
riv 2 
centr 3 
rir 3 
zapqu 1 
demor 4 
desmotiv 1 
rim 1 
rij 1 
vos 1 
preguic 41 
grit 8 
rid 1 
rib 1 
ric 3 
voz 1 
cerv 2 
trabalh 9 
shad 1 
grand 10 
9 6 
estes 1 
desp 1 
domin 1 
kill 2 
alert 1 
moment 11 
inflam 1 
sao 1 
0047 1 
alerg 1 
solida 1 
belez 1 
knk 1 
bebert 1 
comecein 1 
gring 1 
merec 3 
entro 1 
eles 6 
cheet 1 
owww 1 
academ 347 
dificil 1 
skam 1 
dublag 1 
pericl 1 
esport 2 
world 1 
forrest 1 
simm 1 
cur 4 
ajudam 1 
bastam 1 
calor 2 
folh 1 
guent 1 
cub 1 
machuc 1 
snap 1 
prest 1 
busqu 1 
cheryl 1 
fisic 1 
march 1 
bik 2 
trista 1 
bic 2 
amarr 1 
parkjiminperfect 1 
crendeuspa 1 
bix 2 
amarg 1 
negoci 1 
desgrac 2 
valent 2 
spinn 1 
d 20 
semestr 2 
rechac 1 
sonoooooprecis 1 
resolv 5 
ai 28 
valenc 1 
recrei 1 
estagi 1 
coit 1 
fucking 1 
30s 1 
brend 1 
urgent 11 
palm 2 
bastant 2 
kcamex 2 
aquele 7 
aquela 7 
madrinh 1 
boku 5 
terei 1 
prov 3 
medi 1 
pros 2 
concorrent 1 
pel 4 
pelo 14 
larg 2 
ped 8 
prof 1 
crianc 2 
peg 24 
pela 8 
pec 1 
bf 1 
suc 1 
run 15 
ba 1 
bb 5 
rum 1 
ufa 1 
buzin 2 
ruf 1 
machic 1 
bk 1 
acho 51 
bp 1 
albufeir 1 
emocional 1 
ache 2 
quadrilh 1 
crlh 2 
acha 4 
crll 1 
essa 56 
bgl 2 
rolezeir 1 
diabom 1 
ido 2 
desculp 6 
deurmelivr 1 
ide 1 
hahahah 2 
block 2 
ida 1 
tddd 1 
irrit 2 
anda 1 
amar 5 
13mem 1 
sorvet 1 
suic 1 
question 1 
long 35 
calminh 1 
brun 5 
pared 2 
parec 28 
abess 1 
sinal 1 
orgulh 4 
atras 25 
pabl 1 
fze 1 
infern 4 
pert 6 
arrebent 2 
sdd 2 
link 1 
seria 6 
wozniack 1 
don 3 
lind 9 
crent 1 
uu 1 
up 1 
cim 8 
stalking 1 
planet 2 
fdp 1 
uo 1 
cortardpss 1 
fich 1 
curv 2 
rasteir 1 
curt 1 
constant 1 
curs 3 
agach 1 
chan 1 
pas 2 
cham 17 
kkkkk 10 
constanc 1 
chav 1 
chat 6 
diversa 1 
adeus 1 
tomanocy 1 
ifes 1 
sintom 2 
nad 32 
950 1 
pneu 1 
nao 89 
tard 11 
putaaaa 1 
altas 1 
perfil 3 
nat 1 
cadeir 1 
ar 1 
temos 1 
lend 1 
outr 24 
dos 16 
jeit 2 
fodeeeeeeee 1 
e 431 
direit 5 
2002 1 
nasc 2 
algmn 1 
agr 24 
putoirritadoestress 1 
nenhum 8 
essas 5 
querm 1 
rapazi 1 
gg 1 
suuuuuu 1 
carboidrat 1 
gb 1 
gand 2 
edu 1 
bait 1 
ganh 6 
nunc 22 
procur 1 
junin 6 
parceirac 1 
send 4 
cabel 4 
troux 3 
vaidarcert 1 
sent 19 
perceb 5 
vlh 1 
enfi 1 
g4 1 
aprend 2 
sempr 25 
pqpp 1 
taxist 1 
cax 1 
facebook 1 
aranh 1 
vidaaa 1 
sedentari 1 
ryan 1 
rach 1 
app 1 
velh 4 
flu 2 
odi 1 
filmezinh 1 
ode 1 
victor 2 
3x 1 
porqu 11 
encost 1 
bdl 1 
maravilh 3 
lfapes 1 
injustic 2 
body 1 
dengos 1 
arrum 11 
lem 2 
demoniac 1 
ibir 1 
ler 3 
sext 22 
lev 10 
obrigadorap 1 
talent 1 
convers 11 
gent 26 
30 3 
oficial 2 
cert 8 
fracass 1 
limp 1 
maldit 2 
volt 84 
mor 2 
motor 2 
usar 1 
use 1 
comentar 1 
libertes 1 
che 4 
usa 1 
uso 3 
levant 9 
fei 6 
fer 6 
fez 6 
piqu 1 
sort 3 
calcanh 1 
sorr 1 
feia 1 
penich 1 
achand 3 
basicoooo 1 
hein 2 
pfv 2 
allianz 1 
corretor 1 
27kg 1 
cheir 1 
promet 4 
gabriel 3 
poup 1 
muuuuit 1 
nariz 1 
yoong 2 
aliv 1 
pouc 27 
tav 32 
envolv 1 
tar 2 
bonec 1 
slim 1 
quebr 13 
rapt 1 
tae 1 
tag 2 
sociedad 1 
onlin 1 
tal 2 
tam 2 
tao 14 
tah 1 
estud 6 
kklklkkkklkkjj 1 
tuuuddoo 1 
afi 1 
dwt 1 
sit 1 
aff 2 
ricard 1 
esper 13 
chor 12 
estranh 1 
aument 2 
lembranc 1 
sig 2 
animal 1 
caramb 1 
sim 5 
marrom 1 
entreg 2 
especial 1 
demoniozinh 1 
frac 3 
entrem 1 
fras 1 
fazerr 1 
hahahaha 1 
boyzim 2 
criatur 1 
bairr 1 
